Sentiment,Review,label,num_character,num_of_word,num_sentences
nv_tot,Nhân viên rất nhiệt tình và luôn hỗ trợ mọi khách hàng đến.,0,59,14,1
nv_tot,"Dịch vụ nhanh chóng và hiệu quả, nhân viên thân thiện với mọi người.",0,68,16,1
nv_tot,Tôi thực sự ấn tượng với sự chuyên nghiệp của nhân viên làm việc.,0,65,15,1
nv_tot,Nhân viên rất nhiệt tình và thân thiện với mọi khách hàng đến.,0,62,14,1
nv_tot,Dịch vụ tuyệt vời và nhân viên luôn sẵn sàng giúp đỡ tất cả mọi người.,0,70,17,1
nv_tot,Nhân viên hỗ trợ rất nhiệt tình và chu đáo.,0,43,11,1
nv_tot,Tôi rất hài lòng với sự nhiệt tình của nhân viên.,0,49,12,1
nv_tot,Dịch vụ rất tận tâm và chuyên nghiệp.,0,37,9,1
nv_tot,Nhân viên rất lịch sự và có kỹ năng giao tiếp tốt.,0,50,13,1
nv_tot,Tôi cảm thấy rất hài lòng với dịch vụ của cửa hàng.,0,51,13,1
nv_tot,"Dịch vụ chuyên nghiệp, nhân viên rất chu đáo và lịch sự.",0,56,14,1
nv_tot,Dịch vụ nhanh chóng và nhân viên thân thiện.,0,44,10,1
nv_tot,Nhân viên hỗ trợ rất nhiệt tình và thân thiện.,0,46,11,1
nv_tot,Tôi thực sự ấn tượng với dịch vụ tận tâm của nhân viên.,0,55,14,1
nv_tot,Dịch vụ rất chuyên nghiệp và nhân viên thân thiện.,0,50,11,1
nv_tot,Nhân viên luôn sẵn sàng lắng nghe và giúp đỡ.,0,45,11,1
nv_tot,Tôi rất hài lòng với sự nhiệt tình của nhân viên ở đây.,0,55,14,1
nv_tot,Dịch vụ tốt và nhân viên rất dễ thương.,0,39,10,1
nv_tot,Nhân viên hỗ trợ rất nhiệt tình và chu đáo.,0,43,11,1
nv_tot,Tôi thực sự ấn tượng với sự chuyên nghiệp của nhân viên ở đây.,0,62,15,1
nv_tot,Dịch vụ rất chuyên nghiệp và nhân viên thân thiện.,0,50,11,1
nv_tot,Tôi rất hài lòng với sự phục vụ tận tình của nhân viên ở đây.,0,61,16,1
nv_tot,Nhân viên luôn tận tình giải đáp mọi thắc mắc của khách hàng.,0,61,14,1
nv_tot,Tôi thích cách nhân viên tư vấn và giới thiệu sản phẩm.,0,55,13,1
nv_tot,Dịch vụ tốt và nhân viên rất dễ thương.,0,39,10,1
nv_tot,Nhân viên hỗ trợ rất nhiệt tình và chu đáo.,0,43,11,1
nv_tot,Tôi rất hài lòng với sự nhiệt tình của nhân viên.,0,49,12,1
nv_tot,Dịch vụ rất tận tâm và chuyên nghiệp.,0,37,9,1
nv_tot,Nhân viên rất lịch sự và có kỹ năng giao tiếp tốt.,0,50,13,1
nv_tot,Tôi cảm thấy rất hài lòng với dịch vụ của cửa hàng.,0,51,13,1
nv_tot,Dịch vụ nhanh chóng và nhân viên thân thiện.,0,44,10,1
nv_tot,Nhân viên hỗ trợ rất nhiệt tình và thân thiện.,0,46,11,1
nv_tot,Nhân viên giải đáp mọi thắc mắc của khách hàng rất nhanh chóng.,0,63,14,1
nv_tot,Tôi thực sự ấn tượng với dịch vụ tận tâm của nhân viên.,0,55,14,1
nv_tot,Dịch vụ rất chuyên nghiệp và nhân viên thân thiện.,0,50,11,1
nv_tot,Nhân viên luôn sẵn sàng lắng nghe và giúp đỡ.,0,45,11,1
nv_tot,Tôi rất hài lòng với sự nhiệt tình của nhân viên ở đây.,0,55,14,1
nv_tot,Dịch vụ tốt và nhân viên rất dễ thương.,0,39,10,1
nv_tot,Nhân viên hỗ trợ rất nhiệt tình và chu đáo.,0,43,11,1
nv_tot,Tôi thực sự ấn tượng với sự chuyên nghiệp của nhân viên ở đây.,0,62,15,1
nv_tot,Dịch vụ rất chuyên nghiệp và nhân viên thân thiện.,0,50,11,1
nv_tot,Nhân viên luôn tận tình giải đáp mọi thắc mắc của khách hàng.,0,61,14,1
nv_tot,Tôi thích cách nhân viên tư vấn và giới thiệu sản phẩm.,0,55,13,1
nv_tot,"Dịch vụ rất tốt, nhân viên luôn sẵn sàng giúp đỡ.",0,49,13,1
nv_tot,Dịch vụ tốt và nhân viên rất dễ thương.,0,39,10,1
nv_tot,Nhân viên hỗ trợ rất nhiệt tình và chu đáo.,0,43,11,1
nv_tot,Tôi rất hài lòng với sự nhiệt tình của nhân viên.,0,49,12,1
nv_tot,Dịch vụ rất tận tâm và chuyên nghiệp.,0,37,9,1
nv_tot,Nhân viên rất lịch sự và có kỹ năng giao tiếp tốt.,0,50,13,1
nv_tot,Tôi cảm thấy rất hài lòng với dịch vụ của cửa hàng.,0,51,13,1
nv_tot,Dịch vụ nhanh chóng và nhân viên thân thiện.,0,44,10,1
nv_tot,Nhân viên hỗ trợ rất nhiệt tình và thân thiện.,0,46,11,1
nv_tot,Tôi thực sự ấn tượng với dịch vụ tận tâm của nhân viên.,0,55,14,1
nv_tot,Dịch vụ rất chuyên nghiệp và nhân viên thân thiện.,0,50,11,1
nv_tot,Nhân viên thân thiện và có kỹ năng tư vấn rất tốt.,0,50,13,1
nv_tot,Nhân viên luôn sẵn sàng lắng nghe và giúp đỡ.,0,45,11,1
nv_tot,Tôi rất hài lòng với sự nhiệt tình của nhân viên ở đây.,0,55,14,1
nv_tot,Dịch vụ tốt và nhân viên rất dễ thương.,0,39,10,1
nv_tot,Nhân viên hỗ trợ rất nhiệt tình và chu đáo.,0,43,11,1
nv_tot,Tôi thực sự ấn tượng với sự chuyên nghiệp của nhân viên ở đây.,0,62,15,1
nv_tot,Dịch vụ rất chuyên nghiệp và nhân viên thân thiện.,0,50,11,1
nv_tot,Nhân viên luôn tận tình giải đáp mọi thắc mắc của khách hàng.,0,61,14,1
nv_tot,Tôi thích cách nhân viên tư vấn và giới thiệu sản phẩm.,0,55,13,1
nv_tot,Dịch vụ tốt và nhân viên rất dễ thương.,0,39,10,1
nv_tot,Nhân viên hỗ trợ rất nhiệt tình và chu đáo.,0,43,11,1
nv_tot,Tôi cảm thấy rất hài lòng với cách nhân viên đã phục vụ.,0,56,14,1
nv_tot,Tôi rất hài lòng với sự nhiệt tình của nhân viên.,0,49,12,1
nv_tot,Dịch vụ rất tận tâm và chuyên nghiệp.,0,37,9,1
nv_tot,Nhân viên rất lịch sự và có kỹ năng giao tiếp tốt.,0,50,13,1
nv_tot,Tôi cảm thấy rất hài lòng với dịch vụ của cửa hàng.,0,51,13,1
nv_tot,Dịch vụ nhanh chóng và nhân viên thân thiện.,0,44,10,1
nv_tot,"Dịch vụ tuyệt vời và nhân viên thân thiện, luôn sẵn sàng giúp đỡ.",0,65,16,1
nv_tot,Tôi hoàn toàn hài lòng với sự chuyên nghiệp của nhân viên ở đây.,0,64,15,1
nv_tot,Nhân viên rất tận tâm và chu đáo với mọi thắc mắc của khách hàng.,0,65,16,1
nv_tot,Dịch vụ chất lượng cao và nhân viên rất nhiệt tình.,0,51,12,1
nv_tot,Tôi cảm thấy rất vui vì đã chọn dịch vụ của cửa hàng này.,0,57,15,1
nv_tot,"Dịch vụ nhanh chóng và hiệu quả, nhân viên thân thiện.",0,54,13,1
nv_tot,Nhân viên rất lịch sự và có kỹ năng giao tiếp tốt.,0,50,13,1
nv_tot,"Dịch vụ nhanh chóng và hiệu quả, nhân viên thân thiện.",0,54,13,1
nv_tot,Tôi thực sự ấn tượng với dịch vụ tận tình của nhân viên.,0,56,14,1
nv_tot,Nhân viên luôn sẵn sàng lắng nghe và giúp đỡ khách hàng.,0,56,13,1
nv_tot,Dịch vụ rất chuyên nghiệp và nhân viên rất dễ thương.,0,53,12,1
nv_tot,Tôi rất hài lòng với sự nhiệt tình của nhân viên ở đây.,0,55,14,1
nv_tot,Nhân viên hỗ trợ rất nhiệt tình và chu đáo với mọi khách hàng.,0,62,15,1
nv_tot,Dịch vụ tuyệt vời và nhân viên luôn làm việc với niềm đam mê.,0,61,15,1
nv_tot,Tôi cảm thấy rất hài lòng với dịch vụ đặc biệt của cửa hàng này.,0,64,16,1
nv_tot,Nhân viên rất thân thiện và giải đáp mọi thắc mắc rất nhanh chóng.,0,66,15,1
nv_tot,Nhân viên tận tâm với công việc và luôn chu đáo với khách hàng.,0,63,15,1
nv_tot,Dịch vụ tuyệt vời và nhân viên luôn thân thiện với mọi người.,0,61,14,1
nv_tot,Tôi rất ấn tượng với sự chuyên nghiệp của nhân viên khi làm việc.,0,65,15,1
nv_tot,Nhân viên rất nhiệt tình và chu đáo với mọi khách hàng đến.,0,59,14,1
nv_tot,"Dịch vụ nhanh chóng và hiệu quả, nhân viên luôn tận tình giúp đỡ.",0,65,16,1
nv_tot,Tôi thực sự hài lòng với sự tận tâm của nhân viên khi làm việc.,0,63,16,1
nv_tot,Nhân viên rất thân thiện và luôn sẵn sàng giúp đỡ mọi người.,0,60,14,1
nv_tot,Dịch vụ tuyệt vời và nhân viên thân thiện với tất cả mọi người.,0,63,15,1
nv_tot,Tôi rất hài lòng với dịch vụ chuyên nghiệp của cửa hàng này.,0,60,14,1
nv_tot,Nhân viên rất nhiệt tình và luôn hỗ trợ mọi khách hàng đến.,0,59,14,1
nv_tot,"Dịch vụ nhanh chóng và hiệu quả, nhân viên thân thiện với mọi người.",0,68,16,1
nv_xau,"Nhân viên thái độ chưa tốt, cằn cọc với khách khi khách nhờ tư vấn
",1,67,16,1
nv_xau,"Nhân viên đánh khách
",1,21,4,1
nv_xau,"Nhân viên có hành vi phân biệt đối xử với khách hàng dựa trên chủng tộc, tôn giáo hoặc quốc tịch.
",1,98,23,1
nv_xau,"Nhân viên không tôn trọng các phong tục tập quán của địa phương, gây khó chịu cho khách hàng.
",1,94,21,1
nv_xau,"Nhân viên sử dụng ngôn ngữ không phù hợp với văn hóa của khách hàng.
",1,69,16,1
nv_xau,"Nhân viên thiếu trách nhiệm, không hoàn thành công việc đúng hạn.
",1,66,14,1
nv_xau,"Nhân viên thiếu sự sáng tạo, không có ý tưởng mới để cải thiện dịch vụ
",1,71,17,1
nv_xau,"Nhân viên thiếu động lực làm việc, không nhiệt tình và không có tinh thần cống hiến.
",1,85,19,1
nv_xau,"Nhân viên không tinh tế
",1,24,5,1
nv_xau,"Nhân viên cứ nói chuyện với đồng nghiệp không tư vấn đồ dùng cho khách hàng
",1,76,16,1
nv_xau,"Nhân viên tố khách ăn cắp
",1,26,6,1
nv_xau,"Nhân viên tư vấn không đúng với chất lượng
",1,43,9,1
nv_xau,"Nhân viên có thái độ chưa tốt với khách hàng
",1,45,10,1
nv_xau,"Nhân viên nói chuyện khó nghe
",1,30,6,1
nv_xau,"Nhân viên khinh thường khách, không chịu tư vấn
",1,48,10,1
nv_xau,"Nhân viên không chọn đồ giúp
",1,29,6,1
nv_xau,"Nhân viên cứ thúc ép khách mua đồ
",1,34,8,1
nv_xau,"Nhân viên báo sai giá để khách bị thiệt trong quá trình mua hàng
",1,65,14,1
nv_xau,"Nhân viên tư vấn chậm
",1,22,5,1
nv_xau,"Nhân viên trả lời tin nhắn chậm
",1,32,7,1
nv_xau,"Nhân viên đốt phong long trước mặt khách
",1,41,8,1
nv_xau,"Nhân viên liếc xéo khách
",1,25,5,1
nv_xau,"Nhân viên không có chuyên môn
",1,30,6,1
nv_xau,"Nhân viên không biết cách giải quyết vấn đề về phát triển sản phẩm.
",1,68,15,1
nv_xau,"Nhân viên không biết cách giải quyết vấn đề về nghiên cứu thị trường.
",1,70,15,1
nv_xau,"Nhân viên không biết cách giải quyết vấn đề về dịch vụ khách hàng.
",1,67,15,1
nv_xau,"Nhân viên không biết cách giao tiếp với khách hàng quốc tế.
",1,60,13,1
nv_xau,"Nhân viên tư vấn không có tâm, tư vấn hàng kém chất lượng
",1,58,14,1
nv_xau,"Nhân viên không biết cách giao tiếp với khách hàng khó tính.
",1,61,13,1
nv_xau,"Nhân viên không có kiến thức chuyên môn.
",1,41,9,1
nv_xau,"Nhân viên không tôn trọng quyền riêng tư của khách hàng
",1,56,11,1
nv_xau,"Nhân viên không giữ liên lạc với khách hàng.
",1,45,10,1
nv_xau,"Nhân viên không tuân thủ quy trình.
",1,36,8,1
nv_xau,"Nhân viên không đúng giờ.
",1,26,6,1
nv_xau,"Nhân viên không giải thích rõ ràng.
",1,36,8,1
nv_xau,"Nhân viên không cung cấp thông tin đầy đủ.
",1,43,10,1
nv_xau,"Nhân viên không biết cách làm việc với khách hàng trực tuyến.
",1,62,13,1
nv_xau,"Nhân viên không biết sản phẩm.
",1,31,7,1
nv_xau,"Nhân viên giao nhầm size áo
",1,28,6,1
nv_xau,"Nhân viên không biết cách làm việc với khách hàng qua email.
",1,61,13,1
nv_xau,"Nhân viên không biết cách giải quyết vấn đề về bảo hành.
",1,57,13,1
nv_xau,"Nhân viên không biết cách giải quyết vấn đề về hoàn trả sản phẩm
",1,65,14,1
nv_xau,"Nhân viên không biết cách giải quyết vấn đề về bán hàng
",1,56,12,1
nv_xau,"Nhân viên không biết cách giải quyết vấn đề về sức khỏe.
",1,57,13,1
nv_xau,"Nhân viên không biết cách xử lý phiếu giảm giá.
",1,48,11,1
nv_xau,"Nhân viên không biết cách trả lời câu hỏi của khách hàng.
",1,58,13,1
nv_xau,"Nhân viên không biết cách sử dụng hệ thống điểm thưởng.
",1,56,12,1
nv_xau,"Nhân viên không biết cách sử dụng hệ thống điểm thưởng.
",1,56,12,1
nv_xau,"Nhân viên không biết cách sử dụng máy POS.
",1,43,10,1
nv_xau,"Thái độ nhân viên không hài lòng khi khách thử quần áo
",1,55,12,1
nv_xau,"Nhân viên không biết cách xử lý sản phẩm bị lỗi.
",1,49,12,1
nv_xau,"Nhân viên tỏ ra thờ ơ, không quan tâm đến khách hàng. Khi hỏi về sản phẩm, họ chỉ trả lời qua loa và không cung cấp đủ thông tin.
",1,130,34,2
nv_xau,"Nhân viên thô lỗ, thiếu tôn trọng khách hàng. Họ nói chuyện với giọng điệu cao ngạo và tỏ thái độ khó chịu khi tôi hỏi nhiều câu hỏi.
",1,134,32,2
nv_xau,"Nhân viên hay nói chuyện phiếm với nhau và không chú ý đến khách hàng. Phải chờ đợi rất lâu mới được phục vụ.
",1,110,26,2
nv_xau,"Nhân viên hay nói chuyện phiếm với nhau và không chú ý đến khách hàng. Phải chờ đợi rất lâu mới được phục vụ.
",1,110,26,2
nv_xau,"Nhân viên thiếu kiên nhẫn, tỏ ra vội vàng khi tôi đang lựa chọn sản phẩm. Họ liên tục giục giã và khiến tôi cảm thấy không thoải mái.
",1,134,32,2
nv_xau,"Nhân viên không nắm rõ thông tin về sản phẩm, không thể giải đáp các thắc mắc của khách hàng. Khi hỏi về tính năng, họ chỉ biết trả lời chung chung.
",1,149,36,2
nv_xau,"Nhân viên tư vấn sai về sản phẩm, khiến tôi mua nhầm thứ mình không cần. Khi tôi yêu cầu đổi trả, họ tỏ ra khó khăn và không hỗ trợ nhiệt tình.
",1,144,37,2
nv_xau,"Nhân viên thiếu kinh nghiệm, không biết cách sử dụng sản phẩm. Khi tôi yêu cầu hướng dẫn, họ chỉ biết lúng túng và không thể giúp gì được.
",1,139,33,2
nv_xau,"Nhân viên không hỗ trợ khách hàng đóng gói sản phẩm, khiến tôi phải tự mang vác. Cửa hàng cũng không có dịch vụ giao hàng tận nhà.
",1,131,31,2
nv_xau,"Nhân viên cửa hàng không tích cực tư vấn khách hàng, có những lời nói thô lỗ
",1,77,18,1
nv_xau,"Nhân viên không hỗ trợ đổi trả sản phẩm khi khách hàng không hài lòng. Cửa hàng có quy định đổi trả rất phức tạp và rườm rà.
",1,125,30,2
nv_xau,"Nhân viên không giải quyết khiếu nại của khách hàng một cách thỏa đáng. Họ đổ lỗi cho khách hàng và không chịu bồi thường thiệt hại.
",1,133,29,2
nv_xau,"Nhân viên gian lận giá cả, tính tiền sai cho khách hàng. Cần kiểm tra kỹ hóa đơn trước khi thanh toán.
",1,103,25,2
nv_xau,"Cửa hàng bán hàng giả, hàng nhái, kém chất lượng. Khách hàng cần cẩn thận và lựa chọn kỹ lưỡng trước khi mua.
",1,110,27,2
nv_xau,"Cửa hàng lừa đảo khách hàng bằng các chương trình khuyến mãi ảo. Cần tìm hiểu kỹ thông tin trước khi tham gia.
",1,111,25,2
nv_xau,"Nhân viên nói chuyện khó nghe, giọng nói nhỏ và lúng túng. Khó khăn trong việc hiểu được thông tin.
",1,100,23,2
nv_xau,"Nhân viên sử dụng nhiều từ ngữ chuyên ngành, khiến khách hàng không hiểu. Cần giải thích rõ ràng và dễ hiểu hơn.
",1,113,26,2
nv_xau,"Nhân viên thiếu kỹ năng lắng nghe, không chú ý đến nhu cầu của khách hàng. Liên tục ngắt lời và đưa ra lời khuyên không phù hợp.
",1,129,31,2
nv_xau,"Nhân viên tỏ ra lười biếng, không chủ động hỗ trợ khách hàng. Phải yêu cầu nhiều lần mới được phục vụ.
",1,103,25,2
nv_xau,"Nhân viên không quan tâm đến việc giới thiệu sản phẩm cho khách hàng. Để khách hàng tự khám phá và lựa chọn.
",1,109,25,2
nv_xau,"Tôi muốn mua điện thoại hãng Iphone nhưng nhân viên cứ giới thiệu điện thoại Oppo. Tôi không chịu thì thái độ cọc cằn, thô lỗ.
",1,127,29,2
nv_xau,"Nhân viên thiếu tinh thần trách nhiệm, không giải quyết vấn đề của khách hàng một cách hiệu quả. Thường xuyên đổ lỗi cho nhau và thoái thác trách nhiệm.
",1,153,33,2
nv_xau,"  Nhân viên ăn mặc xuề xòa, không lịch sự. Trang phục bẩn, tóc tai rối tung.""
  ""Nhân viên sử dụng quá nhiều phụ kiện, trang điểm quá đậm. Gây mất tập trung cho khách hàng
",1,174,45,4
nv_xau,"Nhân viên không đeo thẻ tên, không thể nhận diện được ai là ai. Gây khó khăn cho việc khiếu nại và phản hồi.
",1,109,27,2
nv_xau,"Nhân viên phân biệt đối xử với khách hàng, dựa trên ngoại hình, trang phục hoặc địa vị xã hội.
",1,95,23,1
nv_xau,"Nhân viên nói chuyện riêng với nhau, cười đùa ồn ào và phớt lờ khách hàng. Gây cảm giác khó chịu và thiếu tôn trọng
",1,116,27,2
nv_xau,"Nhân viên soi mói, đánh giá khách hàng một cách thiếu tế nhị. Gây cảm giác không thoải mái và bực bội.
",1,103,25,2
nv_xau,"Nhân viên sử dụng điện thoại di động quá nhiều trong giờ làm việc, không tập trung phục vụ khách hàng.
",1,103,23,1
nv_xau,"Nhân viên ăn uống trong khu vực bán hàng, không đảm bảo vệ sinh an toàn thực phẩm
",1,82,19,1
nv_xau,"Nhân viên ngủ gật trong giờ làm việc, thể hiện sự thiếu chuyên nghiệp và thiếu tôn trọng khách hàng
",1,100,21,1
nv_xau,"Nhân viên cung cấp thông tin sai lệch về sản phẩm, khiến khách hàng hiểu lầm và mua nhầm sản phẩm không phù hợp.
",1,113,26,1
nv_xau,"Nhân viên đưa thiếu tiền cho khách hàng
",1,40,8,1
nv_xau,"Nhân viên so sánh các sản phẩm một cách không chính xác, không dựa trên tính năng và chất lượng thực tế.
",1,105,24,1
nv_xau,"Nhân viên không cập nhật các chương trình khuyến mãi mới nhất, khiến khách hàng bỏ lỡ cơ hội mua sắm tiết kiệm.
",1,112,25,1
nv_xau,"Nhân viên không biết cách xử lý các tình huống khiếu nại của khách hàng, khiến khách hàng bức xúc và khó chịu.
",1,111,25,1
nv_xau,"Nhân viên đưa ra giải pháp giải quyết vấn đề không phù hợp, không đáp ứng được yêu cầu của khách hàng.
",1,103,24,1
nv_xau,"Nhân viên thiếu thái độ cầu thị, không chịu lắng nghe ý kiến của khách hàng và giải thích vấn đề một cách rõ ràng.
",1,115,27,1
nv_xau,"Nhân viên không thể đáp ứng các yêu cầu đặc biệt của khách hàng, ví dụ như giao hàng tận nơi, đổi trả sản phẩm đã qua sử dụng.
",1,127,32,1
nv_xau,"Nhân viên không chịu hỗ trợ khách hàng thực hiện các thủ tục thanh toán phức tạp, ví dụ như thanh toán bằng thẻ quốc tế.
",1,121,28,1
nv_xau,"Nhân viên không linh hoạt trong việc đổi trả sản phẩm, gây khó khăn cho khách hàng
",1,83,18,1
nv_xau,"Nhân viên bảo vệ thiếu cảnh giác, không đảm bảo an ninh cho khách hàng.
",1,72,17,1
nv_xau,"Nhân viên sử dụng ngôn ngữ tục tĩu, chửi bới khách hàng. Gây mất trật tự và ảnh hưởng đến hình ảnh của cửa hàng.
",1,113,28,2
nv_xau,"Nhân viên ăn mặc không chỉnh tề
",1,32,7,1
nv_xau,"Nhân viên có hành vi quấy rối khách hàng, đặc biệt là phụ nữ và trẻ em.
",1,72,19,1
nv_xau,"Nhân viên gian lận giá cả, không niêm yết giá sản phẩm rõ ràng. Gây hiểu lầm cho khách hàng và tăng giá bán một cách vô lý.
",1,124,31,2
nv_xau,"Nhân viên quảng cáo sản phẩm sai sự thật, phóng đại công dụng và che giấu nhược điểm. Gây thiệt hại cho khách hàng và ảnh hưởng đến uy tín của cửa hàng.
",1,153,36,2
nv_xau,"Nhân viên sử dụng mánh khóe để bán sản phẩm, ví dụ như tạo ra cảm giác khan hiếm hoặc áp lực mua sắm.
",1,102,26,1
nv_xau,"Nhân viên đánh cắp tài sản của khách hàng, lợi dụng sự sơ hở để lấy trộm tiền hoặc đồ vật.
",1,91,23,1
nv_xau,"Nhân viên cung cấp thông tin cá nhân của khách hàng cho bên thứ ba mà không được sự đồng ý.
",1,92,22,1
nv_xau,"Nhân viên sử dụng dữ liệu của khách hàng cho mục đích cá nhân, ví dụ như quảng cáo hoặc bán hàng.
",1,98,24,1
nv_xau,"Nhân viên sử dụng ngôn ngữ thiếu chuẩn mực, nói tục chửi thề và sử dụng nhiều từ ngữ thô lỗ.
",1,93,23,1
nv_xau,"Nhân viên có thái độ hách dịch, coi thường khách hàng. Gây cảm giác khó chịu và bực bội.
",1,89,22,2
nv_xau,"Nhân viên thiếu kỹ năng lắng nghe, thường xuyên ngắt lời khách hàng và không tập trung vào vấn đề.
",1,99,22,1
shop_tot,"Shop bán đồ công nghệ này phục vụ rất nhiệt tình, mình rất ưng ý.",2,65,17,1
shop_tot,Hỗ trợ khách hàng qua điện thoại và email rất nhanh chóng.,2,58,13,1
shop_tot,Mua hàng tại shop cảm thấy rất thoải mái và an tâm.,2,51,13,1
shop_tot,Mình rất hài lòng về sản phẩm của shop nha. Hàng khác chất lượng mà giá rẻ quá trời luôn. Shop giao hàng khá nhanh. TV nhiệt tình,2,129,31,4
shop_tot,"Giao hàng nhanh chóng, tư vấn rất nhiệt tình và có tâm, gói hàng cẩn thận. Chất lượng sản phẩm tốt, sẽ quay lại ủng hộ",2,118,30,2
shop_tot,Hàng đóng gói cẩn thận giao hàng thân thiện đúng sản phẩm quảng cáo giá hợp lý mẫu đẹp,2,86,19,1
shop_tot,"Shop uy tín giao hàng chuẩn , dây da sịn sò , giá ok mn lên mua ạ",2,65,18,1
